% of Delayed Flights,Airport Code,Airport Name,Minutes of Delay per Flight,Carrier Code,Carrier Name,City,Date,Minutes of Delay,Number of Flights,Ontime Category,State
,ORD,Chicago O'Hare International,,AA,American,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,AA,American,Boston,2/1/2013,0,0,Delayed by Security,MA
,BWI,Baltimore/Washington International,,AA,American,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,AA,American,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,AA,American,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,CLT,Charlotte Douglas International,,AA,American,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,AA,American,Newark,2/1/2013,0,0,Delayed by Security,NJ
,LAS,McCarran International,,AA,American,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,JFK,John F. Kennedy International,,AA,American,New York,2/1/2013,0,0,Delayed by Security,NY
,LGA,LaGuardia,,AA,American,New York,2/1/2013,0,0,Delayed by Security,NY
100%,DFW,Dallas/Fort Worth International,20,AA,American,Dallas/Fort Worth,2/1/2013,39,2,Delayed by Security,TX
,IAH,George Bush Intercontinental,,AA,American,Houston,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,AA,American,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,AA,American,Seattle,2/1/2013,0,0,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,,AS,Alaska,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,LAX,Los Angeles International,,AS,Alaska,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
100%,SFO,San Francisco International,42,AS,Alaska,San Francisco,2/1/2013,42,1,Delayed by Security,CA
,DEN,Denver International,,AS,Alaska,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,AS,Alaska,Orlando,2/1/2013,0,0,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,AS,Alaska,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,ORD,Chicago O'Hare International,,AS,Alaska,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,AS,Alaska,Boston,2/1/2013,0,0,Delayed by Security,MA
,MSP,Minneapolis-St Paul International,,AS,Alaska,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
100%,EWR,Newark Liberty International,39,AS,Alaska,Newark,2/1/2013,39,1,Delayed by Security,NJ
,LAS,McCarran International,,AS,Alaska,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,DFW,Dallas/Fort Worth International,,AS,Alaska,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,AS,Alaska,Houston,2/1/2013,0,0,Delayed by Security,TX
100%,SEA,Seattle/Tacoma International,32,AS,Alaska,Seattle,2/1/2013,177,5.53,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,,B6,JetBlue,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,LAX,Los Angeles International,,B6,JetBlue,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,B6,JetBlue,San Francisco,2/1/2013,0,0,Delayed by Security,CA
100%,DEN,Denver International,37,B6,JetBlue,Denver,2/1/2013,23,0.62,Delayed by Security,CO
100%,MCO,Orlando International,38,B6,JetBlue,Orlando,2/1/2013,42,1.11,Delayed by Security,FL
,ORD,Chicago O'Hare International,,B6,JetBlue,Chicago,2/1/2013,0,0,Delayed by Security,IL
100%,BOS,Logan International,27,B6,JetBlue,Boston,2/1/2013,3,0.11,Delayed by Security,MA
,BWI,Baltimore/Washington International,,B6,JetBlue,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,CLT,Charlotte Douglas International,,B6,JetBlue,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,B6,JetBlue,Newark,2/1/2013,0,0,Delayed by Security,NJ
100%,LAS,McCarran International,29,B6,JetBlue,Las Vegas,2/1/2013,9,0.31,Delayed by Security,NV
100%,JFK,John F. Kennedy International,30,B6,JetBlue,New York,2/1/2013,23,0.76,Delayed by Security,NY
100%,LGA,LaGuardia,16,B6,JetBlue,New York,2/1/2013,16,1,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,B6,JetBlue,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,B6,JetBlue,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,B6,JetBlue,Seattle,2/1/2013,0,0,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,,DL,Delta,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,LAX,Los Angeles International,,DL,Delta,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,DL,Delta,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,DEN,Denver International,,DL,Delta,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,DL,Delta,Orlando,2/1/2013,0,0,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,DL,Delta,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,ORD,Chicago O'Hare International,,DL,Delta,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,DL,Delta,Boston,2/1/2013,0,0,Delayed by Security,MA
,BWI,Baltimore/Washington International,,DL,Delta,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,DL,Delta,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,DL,Delta,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,CLT,Charlotte Douglas International,,DL,Delta,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,DL,Delta,Newark,2/1/2013,0,0,Delayed by Security,NJ
,LAS,McCarran International,,DL,Delta,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,JFK,John F. Kennedy International,,DL,Delta,New York,2/1/2013,0,0,Delayed by Security,NY
,LGA,LaGuardia,,DL,Delta,New York,2/1/2013,0,0,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,DL,Delta,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,DL,Delta,Houston,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,DL,Delta,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,DL,Delta,Seattle,2/1/2013,0,0,Delayed by Security,WA
,PHX,Phoenix Sky Harbor International,,EV,ExpressJet,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,DEN,Denver International,,EV,ExpressJet,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,EV,ExpressJet,Orlando,2/1/2013,0,0,Delayed by Security,FL
100%,ATL,Hartsfield-Jackson Atlanta,87,EV,ExpressJet,Atlanta,2/1/2013,126,1.45,Delayed by Security,GA
,ORD,Chicago O'Hare International,,EV,ExpressJet,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,EV,ExpressJet,Boston,2/1/2013,0,0,Delayed by Security,MA
,BWI,Baltimore/Washington International,,EV,ExpressJet,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,EV,ExpressJet,Detroit,2/1/2013,0,0,Delayed by Security,MI
100%,MSP,Minneapolis-St Paul International,29,EV,ExpressJet,Minneapolis,2/1/2013,9,0.31,Delayed by Security,MN
,CLT,Charlotte Douglas International,,EV,ExpressJet,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,EV,ExpressJet,Newark,2/1/2013,0,0,Delayed by Security,NJ
,JFK,John F. Kennedy International,,EV,ExpressJet,New York,2/1/2013,0,0,Delayed by Security,NY
,LGA,LaGuardia,,EV,ExpressJet,New York,2/1/2013,0,0,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,EV,ExpressJet,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
100%,IAH,George Bush Intercontinental,47,EV,ExpressJet,Houston,2/1/2013,34,0.73,Delayed by Security,TX
,SLC,Salt Lake City International,,EV,ExpressJet,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,,F9,Frontier,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,LAX,Los Angeles International,,F9,Frontier,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,F9,Frontier,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,DEN,Denver International,,F9,Frontier,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,F9,Frontier,Orlando,2/1/2013,0,0,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,F9,Frontier,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,ORD,Chicago O'Hare International,,F9,Frontier,Chicago,2/1/2013,0,0,Delayed by Security,IL
,DTW,Detroit Metro Wayne County,,F9,Frontier,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,F9,Frontier,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,LAS,McCarran International,,F9,Frontier,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,LGA,LaGuardia,,F9,Frontier,New York,2/1/2013,0,0,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,F9,Frontier,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,F9,Frontier,Houston,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,F9,Frontier,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,F9,Frontier,Seattle,2/1/2013,0,0,Delayed by Security,WA
,LAX,Los Angeles International,,FL,AirTran,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,FL,AirTran,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,DEN,Denver International,,FL,AirTran,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,FL,AirTran,Orlando,2/1/2013,0,0,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,FL,AirTran,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,BOS,Logan International,,FL,AirTran,Boston,2/1/2013,0,0,Delayed by Security,MA
,BWI,Baltimore/Washington International,,FL,AirTran,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,FL,AirTran,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,FL,AirTran,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,CLT,Charlotte Douglas International,,FL,AirTran,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,LAS,McCarran International,,FL,AirTran,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,LGA,LaGuardia,,FL,AirTran,New York,2/1/2013,0,0,Delayed by Security,NY
,PHX,Phoenix Sky Harbor International,,HA,Hawaiian,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
,LAX,Los Angeles International,,HA,Hawaiian,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,HA,Hawaiian,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,LAS,McCarran International,,HA,Hawaiian,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,JFK,John F. Kennedy International,,HA,Hawaiian,New York,2/1/2013,0,0,Delayed by Security,NY
,SEA,Seattle/Tacoma International,,HA,Hawaiian,Seattle,2/1/2013,0,0,Delayed by Security,WA
,LAX,Los Angeles International,,MQ,A. Eagle,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,DEN,Denver International,,MQ,A. Eagle,Denver,2/1/2013,0,0,Delayed by Security,CO
,ATL,Hartsfield-Jackson Atlanta,,MQ,A. Eagle,Atlanta,2/1/2013,0,0,Delayed by Security,GA
100%,ORD,Chicago O'Hare International,20,MQ,A. Eagle,Chicago,2/1/2013,20,1,Delayed by Security,IL
,BWI,Baltimore/Washington International,,MQ,A. Eagle,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,MQ,A. Eagle,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,MQ,A. Eagle,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,CLT,Charlotte Douglas International,,MQ,A. Eagle,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,MQ,A. Eagle,Newark,2/1/2013,0,0,Delayed by Security,NJ
,JFK,John F. Kennedy International,,MQ,A. Eagle,New York,2/1/2013,0,0,Delayed by Security,NY
,LGA,LaGuardia,,MQ,A. Eagle,New York,2/1/2013,0,0,Delayed by Security,NY
100%,DFW,Dallas/Fort Worth International,20,MQ,A. Eagle,Dallas/Fort Worth,2/1/2013,11,0.56,Delayed by Security,TX
,IAH,George Bush Intercontinental,,MQ,A. Eagle,Houston,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,MQ,A. Eagle,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,PHX,Phoenix Sky Harbor International,,OO,SkyWest,Phoenix,2/1/2013,0,0,Delayed by Security,AZ
100%,LAX,Los Angeles International,24,OO,SkyWest,Los Angeles,2/1/2013,24,1,Delayed by Security,CA
100%,SFO,San Francisco International,74,OO,SkyWest,San Francisco,2/1/2013,106,1.43,Delayed by Security,CA
100%,DEN,Denver International,22,OO,SkyWest,Denver,2/1/2013,11,0.5,Delayed by Security,CO
,ATL,Hartsfield-Jackson Atlanta,,OO,SkyWest,Atlanta,2/1/2013,0,0,Delayed by Security,GA
100%,ORD,Chicago O'Hare International,17,OO,SkyWest,Chicago,2/1/2013,16,0.94,Delayed by Security,IL
100%,DTW,Detroit Metro Wayne County,25,OO,SkyWest,Detroit,2/1/2013,2,0.08,Delayed by Security,MI
100%,MSP,Minneapolis-St Paul International,25,OO,SkyWest,Minneapolis,2/1/2013,32,1.3,Delayed by Security,MN
,CLT,Charlotte Douglas International,,OO,SkyWest,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,LAS,McCarran International,,OO,SkyWest,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,DFW,Dallas/Fort Worth International,,OO,SkyWest,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,OO,SkyWest,Houston,2/1/2013,0,0,Delayed by Security,TX
100%,SLC,Salt Lake City International,42,OO,SkyWest,Salt Lake City,2/1/2013,36,0.85,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,OO,SkyWest,Seattle,2/1/2013,0,0,Delayed by Security,WA
100%,PHX,Phoenix Sky Harbor International,40,UA,United,Phoenix,2/1/2013,33,0.82,Delayed by Security,AZ
,LAX,Los Angeles International,,UA,United,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,UA,United,San Francisco,2/1/2013,0,0,Delayed by Security,CA
100%,DEN,Denver International,20,UA,United,Denver,2/1/2013,32,1.63,Delayed by Security,CO
100%,MCO,Orlando International,38,UA,United,Orlando,2/1/2013,17,0.45,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,UA,United,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,ORD,Chicago O'Hare International,,UA,United,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,UA,United,Boston,2/1/2013,0,0,Delayed by Security,MA
,BWI,Baltimore/Washington International,,UA,United,Baltimore,2/1/2013,0,0,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,UA,United,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,UA,United,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
,CLT,Charlotte Douglas International,,UA,United,Charlotte,2/1/2013,0,0,Delayed by Security,NC
,EWR,Newark Liberty International,,UA,United,Newark,2/1/2013,0,0,Delayed by Security,NJ
,LAS,McCarran International,,UA,United,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,JFK,John F. Kennedy International,,UA,United,New York,2/1/2013,0,0,Delayed by Security,NY
100%,LGA,LaGuardia,57,UA,United,New York,2/1/2013,25,0.44,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,UA,United,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,UA,United,Houston,2/1/2013,0,0,Delayed by Security,TX
,SLC,Salt Lake City International,,UA,United,Salt Lake City,2/1/2013,0,0,Delayed by Security,UT
,SEA,Seattle/Tacoma International,,UA,United,Seattle,2/1/2013,0,0,Delayed by Security,WA
100%,PHX,Phoenix Sky Harbor International,49,US,US Airways,Phoenix,2/1/2013,253,5.2,Delayed by Security,AZ
,LAX,Los Angeles International,,US,US Airways,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,US,US Airways,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,DEN,Denver International,,US,US Airways,Denver,2/1/2013,0,0,Delayed by Security,CO
,MCO,Orlando International,,US,US Airways,Orlando,2/1/2013,0,0,Delayed by Security,FL
100%,ATL,Hartsfield-Jackson Atlanta,60,US,US Airways,Atlanta,2/1/2013,12,0.2,Delayed by Security,GA
,ORD,Chicago O'Hare International,,US,US Airways,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,US,US Airways,Boston,2/1/2013,0,0,Delayed by Security,MA
100%,BWI,Baltimore/Washington International,20,US,US Airways,Baltimore,2/1/2013,11,0.54,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,US,US Airways,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,US,US Airways,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
100%,CLT,Charlotte Douglas International,44,US,US Airways,Charlotte,2/1/2013,129,2.91,Delayed by Security,NC
,EWR,Newark Liberty International,,US,US Airways,Newark,2/1/2013,0,0,Delayed by Security,NJ
100%,LAS,McCarran International,25,US,US Airways,Las Vegas,2/1/2013,24,0.96,Delayed by Security,NV
100%,JFK,John F. Kennedy International,24,US,US Airways,New York,2/1/2013,22,0.92,Delayed by Security,NY
,LGA,LaGuardia,,US,US Airways,New York,2/1/2013,0,0,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,US,US Airways,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,IAH,George Bush Intercontinental,,US,US Airways,Houston,2/1/2013,0,0,Delayed by Security,TX
100%,SLC,Salt Lake City International,35,US,US Airways,Salt Lake City,2/1/2013,32,0.91,Delayed by Security,UT
100%,SEA,Seattle/Tacoma International,23,US,US Airways,Seattle,2/1/2013,13,0.57,Delayed by Security,WA
,LAX,Los Angeles International,,VX,Virgin,Los Angeles,2/1/2013,0,0,Delayed by Security,CA
,SFO,San Francisco International,,VX,Virgin,San Francisco,2/1/2013,0,0,Delayed by Security,CA
,MCO,Orlando International,,VX,Virgin,Orlando,2/1/2013,0,0,Delayed by Security,FL
,ORD,Chicago O'Hare International,,VX,Virgin,Chicago,2/1/2013,0,0,Delayed by Security,IL
,BOS,Logan International,,VX,Virgin,Boston,2/1/2013,0,0,Delayed by Security,MA
,LAS,McCarran International,,VX,Virgin,Las Vegas,2/1/2013,0,0,Delayed by Security,NV
,JFK,John F. Kennedy International,,VX,Virgin,New York,2/1/2013,0,0,Delayed by Security,NY
,DFW,Dallas/Fort Worth International,,VX,Virgin,Dallas/Fort Worth,2/1/2013,0,0,Delayed by Security,TX
,SEA,Seattle/Tacoma International,,VX,Virgin,Seattle,2/1/2013,0,0,Delayed by Security,WA
100%,PHX,Phoenix Sky Harbor International,39,WN,Southwest,Phoenix,2/1/2013,132,3.36,Delayed by Security,AZ
100%,LAX,Los Angeles International,20,WN,Southwest,Los Angeles,2/1/2013,12,0.61,Delayed by Security,CA
100%,SFO,San Francisco International,17,WN,Southwest,San Francisco,2/1/2013,3,0.18,Delayed by Security,CA
100%,DEN,Denver International,32,WN,Southwest,Denver,2/1/2013,62,1.94,Delayed by Security,CO
100%,MCO,Orlando International,21,WN,Southwest,Orlando,2/1/2013,40,1.87,Delayed by Security,FL
,ATL,Hartsfield-Jackson Atlanta,,WN,Southwest,Atlanta,2/1/2013,0,0,Delayed by Security,GA
,BOS,Logan International,,WN,Southwest,Boston,2/1/2013,0,0,Delayed by Security,MA
100%,BWI,Baltimore/Washington International,22,WN,Southwest,Baltimore,2/1/2013,45,2.02,Delayed by Security,MD
,DTW,Detroit Metro Wayne County,,WN,Southwest,Detroit,2/1/2013,0,0,Delayed by Security,MI
,MSP,Minneapolis-St Paul International,,WN,Southwest,Minneapolis,2/1/2013,0,0,Delayed by Security,MN
